time,r1i1p1f1,r2i1p1f1,r5i1p1f1,r4i1p1f1,r3i1p1f1,r7i1p1f1,r6i1p1f1,r9i1p1f1,r10i1p1f1,r8i1p1f1,r1i1p3f1,r10i1p3f1,r2i1p3f1,r3i1p3f1,r9i1p3f1,r8i1p3f1,r4i1p3f1,r5i1p3f1,r6i1p3f1,r102i1p1f1,r101i1p1f1,r3i1p1f3,r5i1p1f2,r10i1p1f2,r11i1p1f2,r4i1p1f2,r9i1p1f2,r6i1p1f2,r7i1p1f2,r8i1p1f2,r3i1p1f2,r2i1p1f3,r4i1p1f3,r5i1p1f3,r1i1p1f2,r2i1p1f2,r1i1p1f3,r3i1p5f1,r6i1p5f1,r10i1p5f1,r7i1p5f1,r8i1p5f1,r2i1p5f1,r4i1p5f1,r1i1p5f1,r9i1p5f1
2012-03-16 12:00:00,5.6309376,5.245757,5.3102884,5.542135,5.194416,4.746238,5.598543,5.900202,5.694895,5.2386284,5.4331107,5.985506,5.6964626,5.6315136,5.4897947,5.7176642,6.4934673,5.3962593,5.839064,5.775686,5.599594,5.8567257,4.918176,5.647172,5.9220123,5.7796087,5.463415,5.227396,6.1034107,6.077128,5.248687,5.685064,5.8271084,5.643086,5.2274942,5.5907583,6.1504726,5.408165,5.8297324,5.9409547,5.7046547,5.4192266,5.1339145,5.2392216,6.1203904,5.703404
2012-04-16 00:00:00,6.542611,5.2813396,5.0712833,5.0342846,5.1258817,4.974164,5.4176083,5.685713,5.373268,5.1862235,5.939356,5.1948004,5.4029226,5.5817313,4.851591,5.2347813,6.2235575,4.6667304,5.7053404,5.442503,5.110407,5.623228,5.459187,5.294887,5.8217697,5.25251,5.1670704,5.4470706,5.618086,5.0104046,6.028121,6.2151923,6.4045587,5.311703,5.5202274,5.889428,4.697073,6.5573864,6.009468,6.304218,5.6133018,5.3562665,5.4156346,5.5931616,5.115688,5.262023
2012-05-16 12:00:00,4.8940697,5.393118,5.8775253,5.606809,5.45173,4.783314,5.490133,5.363641,5.040084,5.5939817,5.2171206,6.4608274,5.500493,5.7377987,4.9555526,5.014739,5.262582,5.3365154,4.9108615,5.0680676,5.0553737,4.9736776,4.8593717,5.5758266,5.730243,5.001942,5.2437496,4.8272915,5.4258413,4.792463,5.085908,4.88706,5.2258854,5.6462846,6.010388,5.2703576,5.7430987,5.0114093,5.3362527,5.890164,5.7760434,4.5173507,5.529149,4.877143,5.742678,4.8357778
2012-06-16 00:00:00,5.001668,4.8515015,5.3657613,4.9919415,5.2047663,5.6478567,4.7439017,5.994518,5.2889743,5.2386074,5.4052496,4.953124,4.742312,4.35409,5.2862315,4.953196,4.4927783,4.223971,4.9097667,5.297175,4.9252114,4.512321,5.212904,5.940713,5.4584665,4.7335644,5.5100994,4.9359326,5.115339,4.8918085,5.138486,4.7340426,5.9624357,5.292129,5.195085,4.67552,4.773815,5.5624943,4.6255755,5.1200733,4.8391495,4.8606744,4.522834,5.4287124,5.483713,5.132443
2012-07-16 12:00:00,4.5351605,4.7439857,5.698011,4.922043,5.2267203,4.841338,5.2830615,5.3469887,4.905063,5.6294055,5.029083,4.3258033,4.519958,5.1769004,5.3113675,5.0827465,4.8610263,4.9652295,4.680525,4.4127216,4.7776303,4.173803,5.3044586,4.7248836,4.1996026,4.911543,4.5588207,4.9599066,4.904287,5.2801356,5.144761,5.150714,4.995073,4.622543,5.0027294,4.657026,4.5389295,5.115082,5.267194,4.80912,5.0511494,4.9649143,4.2961035,4.7083044,4.542839,4.88988
2012-08-16 12:00:00,5.2899466,4.7669888,5.1681523,5.023124,5.206519,5.0205507,5.059595,5.7272625,5.190284,5.1843824,4.899622,4.588805,4.9277453,5.015406,5.232631,5.2881794,4.7863803,5.246894,4.817462,5.4564447,5.6680074,4.819247,5.5582542,4.9261518,4.670795,5.7130194,4.423562,4.92011,5.6036377,4.6782064,4.928215,4.8330436,5.2839956,4.968608,5.343296,5.163415,5.082579,4.547165,4.94722,4.945244,5.035532,4.6759505,5.1525116,4.9852643,4.9872484,4.4389105
2012-09-16 00:00:00,6.465006,5.5463996,6.540171,5.305798,5.3888607,6.052931,5.1278477,5.380567,6.059469,5.773453,5.855356,5.56542,5.974541,5.1949983,6.2533255,5.473175,6.0958843,5.758891,5.994298,5.344518,5.2377415,5.1746697,5.2696347,5.277394,5.46287,5.2817454,5.154563,5.681714,5.100423,5.4851832,4.8635,5.424837,5.8958154,5.1983128,5.3680124,5.1496196,6.422784,5.681743,5.7506433,6.630969,4.995955,4.845307,5.1271834,5.9435835,6.0528316,5.769672
2012-10-16 12:00:00,5.750703,5.8053894,5.966646,5.6851597,6.3748736,6.143229,5.5525994,6.5324535,5.9482884,5.801406,6.073408,5.681672,6.547847,6.089673,6.086903,5.3866434,6.7379575,6.3204494,6.0749927,4.900133,5.425822,5.2773056,5.261161,6.1972938,5.629617,5.9855514,5.603469,5.6950526,5.3024974,5.9759574,5.299041,5.4268804,5.27301,6.686228,5.301626,5.7445507,5.938696,5.0709,5.7855783,5.677464,5.8994837,6.1359262,5.968247,5.9999337,6.262457,4.985493
2012-11-16 00:00:00,5.4649734,5.719197,5.647982,6.394818,5.871203,5.9692116,6.584546,6.074871,4.98198,5.445099,5.632889,5.8152447,5.569151,5.403993,5.642953,5.7570567,5.781679,5.6851697,5.973965,5.9759297,6.083354,5.828901,6.135716,5.352561,6.645513,5.5453324,5.578773,5.981694,5.96257,5.317873,6.481902,5.951252,6.255524,5.4685473,5.1722274,5.411783,5.531666,5.831478,5.4459586,5.536454,6.256228,6.891645,6.6838036,5.764442,5.9282007,5.72938
2012-12-16 12:00:00,5.3505826,5.979044,5.611292,5.2993226,6.716317,6.3152018,5.713457,5.27426,5.3430066,5.5470457,6.2962065,5.423572,5.8909216,5.2540135,5.34257,6.277937,5.922337,6.1938076,6.477871,5.446417,6.0535064,6.357443,5.9043145,6.0796957,5.8092785,5.8123302,5.81074,5.882106,5.619219,6.0153,5.713864,5.11443,5.204447,5.950374,6.0457215,5.8773236,6.6542444,6.624834,5.6768036,5.772611,5.939901,6.4168353,6.137195,5.4240117,5.9736032,5.774931
2013-01-16 12:00:00,6.202692,5.59472,5.765846,6.199466,6.4111366,5.396761,6.4449224,5.208782,5.380707,5.653544,5.3990846,5.5301695,6.3501363,6.0256934,5.9244013,5.5970554,5.594853,6.0625954,5.6796236,5.9038215,5.460761,5.258753,5.8154187,5.490848,5.891996,6.5180264,5.5744934,5.6849823,5.6616383,5.873733,6.012607,5.6096563,5.4677205,5.6603656,5.1000648,5.73862,5.385607,5.3114233,5.802912,5.8079715,5.49548,5.547484,5.994903,5.4807415,6.0820265,6.246793
2013-02-15 00:00:00,6.204175,6.418875,5.671198,5.5026655,5.949318,5.3911233,5.5264196,6.2963233,4.983005,5.338005,6.5601115,6.152726,5.5147758,6.1153107,5.7638464,5.512111,5.602949,5.191246,5.920199,6.664722,5.0206256,5.602663,6.098425,5.7267795,6.256305,6.1745434,5.5228634,5.2864,5.715512,5.683628,6.294599,5.360827,5.8765135,5.16785,6.0620575,4.8729115,5.0540676,6.3343244,6.216202,5.859346,6.094427,5.9414325,5.076064,6.360393,5.7496557,5.263502
2013-03-16 12:00:00,5.9180145,5.6991677,5.964057,5.472581,5.9836535,5.366216,5.3882275,5.3893986,5.3799267,5.3301544,6.213705,5.1919136,5.837219,5.6941485,5.354345,5.1175427,5.937039,5.507528,5.799914,5.3454795,5.191325,5.653233,5.4042954,5.8318763,5.659628,6.468032,5.3159614,5.0095587,5.4888926,5.409444,6.1778812,5.4068074,5.0784082,6.4763966,5.4003005,5.835446,5.066407,6.0641885,5.7199383,5.8671637,5.4055533,5.26188,6.130299,5.8623953,6.111312,6.058571
2013-04-16 00:00:00,5.827062,5.83719,6.081631,5.2300615,5.2106543,4.909604,5.7605276,5.8282933,6.0689335,4.853025,5.5831985,4.988173,5.5736327,5.284376,5.953425,5.659042,5.983117,5.2692823,5.6829433,5.3831506,5.1481314,5.269018,5.416677,6.0713563,5.207727,5.921224,4.8385577,4.6600056,6.203769,5.6462917,5.789435,5.0806766,5.508031,5.5998497,4.909037,5.0190616,6.2147913,5.171746,5.5901384,5.787628,6.291097,5.099915,5.8090644,6.4880967,5.7212596,5.7399726
2013-05-16 12:00:00,5.2581625,5.839575,5.24219,5.184678,5.528397,4.868928,5.353562,5.48187,5.030849,4.991182,5.4719534,5.3191657,5.397427,6.464072,5.879877,5.455964,5.590976,5.0470853,5.1716957,5.594724,5.132906,5.2208805,5.0468316,4.71961,5.143776,4.917485,5.420273,5.266641,5.70792,4.918514,5.2084594,4.806223,4.879419,5.391473,5.1911397,5.4148808,5.4929833,5.376729,5.2255588,5.2591524,5.852051,5.4656043,6.8175282,5.7959614,6.0770845,6.143163
2013-06-16 00:00:00,4.687524,4.6526294,4.7955713,4.6742563,5.1082315,4.8592243,4.2858753,4.468485,4.7581167,6.236311,5.309815,5.427931,4.5183864,4.468027,4.882204,5.3335967,5.177677,5.0154285,4.7802835,4.42558,5.073044,4.964719,5.3567257,4.615221,5.764963,4.9220214,4.98447,5.3319,4.95921,4.901729,4.7086964,4.92059,4.8340955,5.863696,4.4414463,5.3157163,5.208837,5.663663,6.021661,4.6135416,5.480751,4.661162,5.4310904,4.48351,5.57041,4.873777
2013-07-16 12:00:00,4.641269,5.514906,4.870068,5.6973033,4.9093876,4.9888525,4.926591,4.772892,4.627844,5.562602,5.119583,4.817098,5.0275116,4.646732,4.713339,4.6305103,5.1225376,4.959259,4.6082435,5.1719074,4.955448,4.9847608,4.8824105,4.573219,4.7509027,4.7891054,4.872891,4.949768,4.3515677,5.001259,4.9086967,4.941923,4.600182,4.914193,4.6226087,4.9602013,5.290696,4.4663696,4.963079,5.086901,4.656254,4.641435,4.523379,5.18603,4.962798,4.134819
2013-08-16 12:00:00,4.998331,5.096718,4.7015514,5.541236,4.95322,4.606601,4.8008246,4.924374,4.5194416,4.94433,5.1025095,4.9709177,4.940951,4.306922,5.129744,4.5906997,5.4032097,4.994912,5.0169144,5.4472513,4.873688,5.1717277,4.7636886,4.953116,5.8715405,4.7848973,5.0168333,5.295132,5.9959035,5.0491924,4.865813,4.849413,4.945146,5.2728252,5.0813437,4.716779,5.9716773,4.6041336,4.563513,5.2784815,4.911153,4.956822,5.219779,4.689851,4.958432,4.6747837
2013-09-16 00:00:00,6.3898764,5.3187604,4.8281455,5.1801376,6.0828643,5.2414722,5.822851,5.4340897,5.602814,5.4736667,5.082009,5.6791787,4.9251666,5.1695423,5.4543333,5.848429,5.1905804,5.327471,5.781528,5.599383,5.4419217,5.738253,5.041796,5.8808246,5.5033164,6.190504,5.213944,5.312284,5.8933997,5.806135,5.345556,5.918442,4.8211026,5.3473063,5.8858356,5.5971932,5.7206473,5.5298204,5.7662854,5.3711996,5.552415,6.308453,5.8034863,5.8400664,5.7842345,5.1797037
2013-10-16 12:00:00,5.400503,5.2677407,5.688357,5.9086833,6.090841,5.7811804,5.8203354,5.7931814,5.814164,5.6603084,5.135488,5.863834,5.760736,5.7874055,5.1586404,5.910266,5.8200736,6.0041885,5.5253606,5.3940725,5.4297247,5.3006525,5.7123895,5.8908134,5.412559,5.251544,6.0737467,6.098403,6.171797,6.2629128,5.4774756,5.1087375,5.714915,5.4857354,5.667732,6.4854193,6.552457,5.8107343,6.3325243,6.2547264,6.434447,5.604433,6.0768485,5.720301,6.3230767,5.8307767
2013-11-16 00:00:00,5.683428,5.6424127,5.6222515,5.6620045,6.136305,5.593821,5.422687,6.0307045,5.5813107,6.2634134,5.118975,5.808581,6.100493,6.763113,5.1484585,5.6032324,6.087581,6.0119042,5.9261513,5.4055514,5.8343387,6.0726056,5.996362,6.0704904,5.4716363,5.9667096,5.5222645,5.7763853,6.336458,6.1834717,5.705412,6.2771616,5.2329984,5.9312925,5.8072333,6.359514,5.6842194,5.6762357,6.371953,5.5880103,5.14922,6.0322137,5.924158,5.934992,6.1753674,6.491867
2013-12-16 12:00:00,5.696403,5.7266355,5.101783,6.104501,6.1876335,6.429182,5.416598,5.9842973,5.4406857,5.49148,5.6028953,6.635412,5.751431,6.39015,5.5194526,6.3520794,5.600683,6.0448103,5.753908,5.79344,6.1394796,5.7876115,6.3738923,5.1942105,5.7425,5.197232,5.4740777,5.0903416,5.436907,6.0640907,6.259318,5.611315,5.7214117,5.2171955,6.1456614,6.212187,6.1741877,5.5113606,5.1152167,6.0079827,6.019915,6.5880456,5.804162,5.924929,5.591024,6.1751065
2014-01-16 12:00:00,6.4024982,6.0926657,5.6841784,5.4168987,6.8783865,5.817546,5.309205,6.5815177,5.5814075,5.672371,5.2609754,5.738924,5.7952156,6.266504,6.2650166,5.6498775,5.661077,5.820247,5.613001,5.6268744,5.2942247,6.273779,5.7811747,5.0932083,5.3525205,5.4284954,5.3737006,5.2053614,5.133146,5.5671134,5.594037,5.3409824,6.0810776,5.7175994,5.86555,5.209416,5.2842197,5.6492405,6.0154448,5.485255,6.8045583,6.2759056,6.027274,6.7836246,5.816816,5.4844484
2014-02-15 00:00:00,5.61907,5.733769,5.69223,5.767421,5.1165457,5.3484387,5.609644,6.3208504,5.2640896,5.6557117,5.2514887,5.8425756,5.3784423,6.468919,6.0146465,6.5136023,5.8016033,6.3199635,6.261953,6.0833616,6.529031,5.5782876,5.3832016,5.424438,5.641083,5.4135003,5.6659894,6.2413507,5.9096317,5.7353425,5.7627254,5.1177564,6.4885263,5.750567,5.445471,6.1421375,5.130785,5.5746527,6.189245,6.60975,5.9898915,4.901318,6.0175223,5.836725,5.8892975,5.28275
2014-03-16 12:00:00,5.7725773,5.160067,5.519916,5.6366405,5.515168,5.783966,5.071951,5.605787,6.659271,5.14324,5.1230597,5.1480885,5.476897,6.2522516,5.0809884,5.1116953,5.8085303,4.7842164,5.368648,5.4875574,5.365509,4.6178966,5.336939,5.6146393,5.908042,6.4038577,5.825781,5.2243767,5.3288126,6.34326,5.403546,6.0723224,5.4210224,5.89231,5.6762238,7.169269,5.723139,5.119923,5.9549847,6.488223,5.9585667,5.564234,5.7958126,5.336967,6.596972,5.8536234
2014-04-16 00:00:00,6.3825336,5.5959463,5.3915625,4.969281,5.3294234,6.2410755,6.0050097,5.5053015,5.6728034,5.6804852,4.7928977,4.987343,5.765385,5.3738155,5.1605716,5.5686307,5.4697824,5.0105004,4.6151233,5.6539774,5.609926,5.8504024,4.825808,5.4015646,5.260542,5.9532704,5.108746,5.390431,5.266589,5.8167367,5.4414005,5.8788986,5.6970267,5.4553375,5.6350775,6.3586044,6.1925483,5.736759,6.0320177,6.425453,5.640508,5.7137203,5.7088337,5.55935,5.784109,6.172529
2014-05-16 12:00:00,4.8642554,5.9146175,5.9448833,5.1106653,5.8458095,5.558279,4.796437,5.313858,5.048567,5.3955517,5.3713565,5.3560343,5.372043,5.776954,6.0508175,5.9448886,5.4097495,5.5740876,5.5631,5.323285,5.2251444,5.421772,4.5368247,4.708352,5.410746,4.7036967,5.0286307,5.6370883,4.5896435,5.360408,5.15291,5.274721,5.859447,6.0075693,5.4579263,5.665968,5.3675427,5.377093,6.153811,5.8854055,5.2661242,5.140884,5.5291977,5.3054833,5.187498,5.8992386
2014-06-16 00:00:00,5.12793,4.91762,5.2373457,5.1125183,5.3185835,5.1536884,4.410176,4.6625214,5.219308,4.2023907,4.7880006,4.9925833,5.214439,4.913965,4.950858,4.698231,5.2795854,5.169477,4.5411453,4.7771444,5.272104,4.697318,5.1626387,4.956716,4.3256683,4.703515,5.6063266,5.2532763,5.580709,4.5131054,4.456693,5.470273,5.2582936,4.8522854,5.0478077,4.8351965,5.1741257,5.622524,5.041024,4.727082,5.07049,5.5135922,5.1270657,5.2232647,4.803828,4.4742627
2014-07-16 12:00:00,5.2925825,5.1372957,5.377618,4.9490323,4.7638955,4.7449384,5.3641095,5.0495105,5.6967263,4.6737375,4.8844624,4.6622357,4.5038295,4.6708593,4.78677,4.4718804,4.979695,5.271468,5.042523,4.839129,4.826673,5.686742,4.841033,5.361462,4.5568714,5.0950985,4.8978496,5.266993,4.967998,5.062272,5.941064,5.0629826,4.8484735,4.850706,4.252749,4.5376143,4.799917,4.616629,3.9787755,5.392762,4.9010544,4.517569,4.7319922,4.63695,4.9786105,4.72616
2014-08-16 12:00:00,4.9570265,4.8385477,5.569129,4.968934,5.123112,5.143511,5.028698,4.7562385,4.880915,4.891799,5.00719,4.7893853,5.0146856,5.395063,4.66755,4.7389383,5.0859637,5.512563,4.600004,4.8756104,5.224968,4.9929986,4.5159664,4.9586215,5.152705,5.4622326,5.3375454,5.663377,4.90311,5.949336,5.4078,5.414709,5.8859653,5.0164266,5.109477,4.828047,4.456286,5.0934143,4.9326854,4.7381415,5.0851016,5.095241,4.8590164,4.5746546,5.109302,5.215165
2014-09-16 00:00:00,5.6882625,6.4806347,5.3353662,5.928503,6.2044535,5.1408443,5.7261252,5.8092074,5.2846384,5.386292,5.130092,5.1056056,5.4097033,5.496423,4.8952265,5.330354,6.194147,5.435857,5.6306386,5.394908,5.197475,4.7821503,5.5399475,5.851386,5.53202,5.3920994,6.2567163,4.7631207,6.285137,5.5570426,5.527748,5.6491895,5.4464593,5.0944057,5.4633737,5.570684,5.107838,5.7858357,6.504098,5.1513786,6.281971,6.1448345,5.8374057,5.3622065,5.7476273,5.53947
2014-10-16 12:00:00,5.694548,6.4264407,5.988752,6.098069,5.8572226,5.6698895,5.671378,5.476834,5.6111665,5.5617228,5.4727945,6.520574,6.1323266,6.0776005,5.6428776,5.9056373,5.9709945,5.636577,5.7768226,5.129999,5.6002097,5.273878,5.763524,5.7371564,6.448293,5.7943363,5.527355,5.5849886,5.3640823,5.6878977,5.6606693,5.589253,5.4934125,5.5615826,5.8956547,5.70172,5.5102844,5.7413754,6.3429337,5.472742,6.091244,5.5073867,6.024986,5.47803,5.7043915,5.6514244
2014-11-16 00:00:00,6.1194067,6.1941905,5.6907177,6.5825996,6.1442246,5.742568,5.1351957,5.8127465,5.6451817,6.349424,6.159416,5.6270905,5.8978543,5.7044177,6.0305223,5.9635215,5.598181,5.4042163,6.06153,5.740129,5.652921,5.4247165,5.875011,5.422987,5.7021184,6.196096,5.514266,5.473719,5.765262,5.389524,5.769636,5.3015876,5.3071976,6.040075,5.640524,6.1345425,5.8054094,6.2125497,6.0364666,6.422209,5.5681434,5.1855297,5.79761,5.9428077,6.1139636,6.207977
2014-12-16 12:00:00,5.0125155,6.700442,5.760378,5.5756817,6.467384,5.534256,5.585245,6.5300217,6.2794166,5.346063,5.9168453,5.613844,5.9472156,5.5421777,5.6191688,5.8470182,5.8011947,5.9323573,6.714772,5.555237,5.94325,5.27898,6.183634,5.1798224,5.820321,5.956042,5.710703,5.8776393,4.8958797,5.503927,5.506986,5.992728,5.5162296,5.7868357,5.7394724,5.5372157,6.2689304,6.070144,5.9772844,7.536303,6.1615567,6.0524487,6.6163282,5.8116684,6.0881805,6.367391
