time,r7i1p1f1,r31i1p1f1,r12i1p1f1,r18i1p1f1,r13i1p1f1,r30i1p1f1,r44i1p1f1,r41i1p1f1,r40i1p1f1,r17i1p1f1,r10i1p1f1,r33i1p1f1,r35i1p1f1,r1i1p1f1,r19i1p1f1,r5i1p1f1,r36i1p1f1,r15i1p1f1,r25i1p1f1,r45i1p1f1,r23i1p1f1,r46i1p1f1,r4i1p1f1,r22i1p1f1,r27i1p1f1,r28i1p1f1,r43i1p1f1,r9i1p1f1,r47i1p1f1,r8i1p1f1,r38i1p1f1,r42i1p1f1,r32i1p1f1,r11i1p1f1,r24i1p1f1,r16i1p1f1,r3i1p1f1,r2i1p1f1,r37i1p1f1,r20i1p1f1,r34i1p1f1,r26i1p1f1,r50i1p1f1,r48i1p1f1,r14i1p1f1,r6i1p1f1,r21i1p1f1,r49i1p1f1,r29i1p1f1,r39i1p1f1
1985-09-16 00:00:00,15401530000000.0,16036671000000.0,14469850000000.0,15833749000000.0,18821186000000.0,16801170000000.0,14755190000000.0,16027903000000.0,13471897000000.0,16850341000000.0,17400714000000.0,17378076000000.0,14028697000000.0,13469958000000.0,15921372000000.0,14455539000000.0,13091276000000.0,15208456000000.0,12870188000000.0,14189080000000.0,13992451000000.0,15941598000000.0,13190967000000.0,14893702000000.0,14364819000000.0,13950583000000.0,14610915000000.0,14005836000000.0,15229528000000.0,15469869000000.0,14708860000000.0,15838432000000.0,16136521000000.0,14436524000000.0,17043173000000.0,13038369000000.0,16050256000000.0,14706792000000.0,14300598000000.0,14772962000000.0,15302778000000.0,12070120000000.0,15921383000000.0,14893546000000.0,17274825000000.0,16206329000000.0,15626596000000.0,18723597000000.0,15668466000000.0,14552404000000.0
1985-10-16 12:00:00,16635604000000.0,17229122000000.0,15753233000000.0,16903440000000.0,20096307000000.0,18169490000000.0,15881004000000.0,17185810000000.0,14862189000000.0,17972207000000.0,18579741000000.0,18575513000000.0,15342502000000.0,14550835000000.0,17157068000000.0,15457568000000.0,13784827000000.0,16204108000000.0,13995878000000.0,15468967000000.0,15001343000000.0,17128562000000.0,14340133000000.0,16149070000000.0,15705360000000.0,15295115000000.0,15745996000000.0,15340086000000.0,16342192000000.0,16680241000000.0,15816561000000.0,16973839000000.0,17359427000000.0,15808173000000.0,18229456000000.0,14219675000000.0,17282362000000.0,15990919000000.0,15470934000000.0,16076736000000.0,16491038000000.0,13366680000000.0,17140756000000.0,15973194000000.0,18716197000000.0,17273525000000.0,16889436000000.0,20024106000000.0,16947855000000.0,15995201000000.0
1985-11-16 00:00:00,18749562000000.0,19159250000000.0,17793716000000.0,18765890000000.0,21898692000000.0,20272556000000.0,17868207000000.0,19267227000000.0,17064728000000.0,19871107000000.0,20527553000000.0,20433288000000.0,17227920000000.0,16830995000000.0,19114555000000.0,17448276000000.0,15665557000000.0,17951760000000.0,15941491000000.0,17712840000000.0,17109921000000.0,19052716000000.0,16444097000000.0,18078937000000.0,17921410000000.0,17361617000000.0,17685310000000.0,17452735000000.0,18317822000000.0,18703521000000.0,17651055000000.0,19072268000000.0,19364793000000.0,17626728000000.0,20155338000000.0,16248935000000.0,19302623000000.0,17929001000000.0,17556649000000.0,18118473000000.0,18468730000000.0,15332231000000.0,19099218000000.0,17802925000000.0,20524797000000.0,19178732000000.0,18853009000000.0,21782573000000.0,18668455000000.0,18288193000000.0
1985-12-16 12:00:00,20942525000000.0,21160600000000.0,19997527000000.0,20946280000000.0,23841496000000.0,22503397000000.0,20125920000000.0,21846144000000.0,19403849000000.0,22295494000000.0,22792267000000.0,22651637000000.0,19360540000000.0,19491969000000.0,21379714000000.0,19687031000000.0,17847506000000.0,20041950000000.0,18195855000000.0,20004773000000.0,19435937000000.0,21077393000000.0,18829930000000.0,20026365000000.0,20228654000000.0,19767547000000.0,20040573000000.0,19861670000000.0,20587708000000.0,20917768000000.0,19894695000000.0,21591365000000.0,21467822000000.0,19741578000000.0,22324256000000.0,18574289000000.0,21745038000000.0,20137655000000.0,19988478000000.0,20645660000000.0,20628487000000.0,17564200000000.0,21099950000000.0,19925335000000.0,22725320000000.0,21422960000000.0,21096965000000.0,23859894000000.0,20762250000000.0,20858293000000.0
1986-01-16 12:00:00,23475048000000.0,23672096000000.0,22668366000000.0,23407809000000.0,26012054000000.0,25024616000000.0,22462230000000.0,24533872000000.0,21842102000000.0,24720745000000.0,25185453000000.0,25237033000000.0,21529484000000.0,22254285000000.0,23962923000000.0,22065818000000.0,20210812000000.0,22169627000000.0,20685926000000.0,22488080000000.0,22184040000000.0,23633204000000.0,21419686000000.0,22265503000000.0,22846141000000.0,22461102000000.0,22590567000000.0,22437515000000.0,22959710000000.0,23394867000000.0,22335713000000.0,24091080000000.0,24012638000000.0,22291035000000.0,24670095000000.0,21438330000000.0,24689976000000.0,22739344000000.0,22532049000000.0,23069595000000.0,23130674000000.0,20203998000000.0,23390384000000.0,22262013000000.0,25254385000000.0,24079749000000.0,23670127000000.0,26370610000000.0,23442175000000.0,23747818000000.0
1986-02-15 00:00:00,25600505000000.0,25883860000000.0,24964346000000.0,25545908000000.0,28051822000000.0,27205845000000.0,24593373000000.0,26681364000000.0,23933013000000.0,26884262000000.0,27155436000000.0,27232374000000.0,23406590000000.0,24538870000000.0,26218716000000.0,24228140000000.0,22323556000000.0,24302278000000.0,22843513000000.0,24835007000000.0,24563807000000.0,25926012000000.0,23686956000000.0,24570698000000.0,25275518000000.0,24810063000000.0,24816675000000.0,24588190000000.0,24849397000000.0,25487657000000.0,24540988000000.0,26240409000000.0,26170542000000.0,24743797000000.0,26774084000000.0,23881826000000.0,27071060000000.0,25237274000000.0,24780143000000.0,25247678000000.0,25495566000000.0,22666669000000.0,25714158000000.0,24280796000000.0,27367125000000.0,26479474000000.0,25878872000000.0,28264286000000.0,25759366000000.0,26329693000000.0
1986-03-16 12:00:00,27680414000000.0,27654720000000.0,26857970000000.0,27427997000000.0,29952813000000.0,29024626000000.0,26350254000000.0,28373519000000.0,26013038000000.0,28695494000000.0,28938525000000.0,28713454000000.0,25304280000000.0,26488038000000.0,28049210000000.0,26205156000000.0,24439958000000.0,26223745000000.0,24708091000000.0,26691481000000.0,26193680000000.0,27615251000000.0,25571360000000.0,26624293000000.0,27271732000000.0,26652902000000.0,26649305000000.0,26176400000000.0,26560568000000.0,27386467000000.0,26395114000000.0,28037874000000.0,27943360000000.0,26739750000000.0,28566771000000.0,25804031000000.0,28898901000000.0,27206609000000.0,26658300000000.0,27235522000000.0,27361913000000.0,24667590000000.0,27667852000000.0,26115693000000.0,29081444000000.0,28569367000000.0,27748626000000.0,29908447000000.0,27680800000000.0,28355542000000.0
1986-04-16 00:00:00,29138535000000.0,28793720000000.0,28207724000000.0,28716960000000.0,31091201000000.0,30199287000000.0,27645698000000.0,29459596000000.0,27091968000000.0,29926328000000.0,30054868000000.0,29722986000000.0,26560877000000.0,27532796000000.0,29367288000000.0,27613347000000.0,25770720000000.0,27522557000000.0,25976885000000.0,27757065000000.0,27331740000000.0,28797429000000.0,26845842000000.0,28072791000000.0,28418704000000.0,27811520000000.0,27997657000000.0,27372586000000.0,27702090000000.0,28811616000000.0,27615969000000.0,29261730000000.0,28848886000000.0,27953230000000.0,29750261000000.0,26939763000000.0,30137916000000.0,28425532000000.0,27833682000000.0,28341013000000.0,28632286000000.0,25801236000000.0,29036621000000.0,27423916000000.0,30163987000000.0,29665834000000.0,29041680000000.0,30975963000000.0,28856105000000.0,29696176000000.0
1986-05-16 12:00:00,29181524000000.0,28551101000000.0,28311883000000.0,28463226000000.0,30873030000000.0,29934870000000.0,27450147000000.0,29385938000000.0,26886573000000.0,29859456000000.0,29880980000000.0,29481096000000.0,26662850000000.0,27415905000000.0,29225365000000.0,27624315000000.0,25531261000000.0,27455381000000.0,25867860000000.0,27599324000000.0,27492025000000.0,28696744000000.0,26610464000000.0,28005192000000.0,27990593000000.0,27548004000000.0,27852462000000.0,27368144000000.0,27693972000000.0,29132365000000.0,27507372000000.0,28986227000000.0,28706500000000.0,27737392000000.0,29673856000000.0,26757887000000.0,30023969000000.0,28454158000000.0,27960877000000.0,28209853000000.0,28647753000000.0,25711218000000.0,28928467000000.0,27371313000000.0,29995305000000.0,29595672000000.0,28897303000000.0,30814520000000.0,28552502000000.0,29870835000000.0
1986-06-16 00:00:00,26458035000000.0,25887827000000.0,25730147000000.0,25825785000000.0,28249095000000.0,27387121000000.0,24850356000000.0,27224602000000.0,24327385000000.0,27512801000000.0,27486327000000.0,26600880000000.0,24246338000000.0,25290084000000.0,25880250000000.0,25006709000000.0,22541863000000.0,24716276000000.0,23436022000000.0,24790943000000.0,25133922000000.0,26079423000000.0,23632084000000.0,25401570000000.0,24861290000000.0,24765920000000.0,24518607000000.0,24776037000000.0,25470733000000.0,26972692000000.0,24942914000000.0,25854180000000.0,26355245000000.0,25115090000000.0,27021581000000.0,23835605000000.0,26955271000000.0,26140484000000.0,25706042000000.0,25819104000000.0,25898531000000.0,23019406000000.0,26101877000000.0,24579867000000.0,27805855000000.0,27111427000000.0,26464284000000.0,28420067000000.0,26067968000000.0,27628858000000.0
1986-07-16 12:00:00,20996370000000.0,20425172000000.0,20146886000000.0,20952948000000.0,23658521000000.0,22755043000000.0,19519276000000.0,21887384000000.0,18855888000000.0,22303590000000.0,22585908000000.0,21251250000000.0,18671223000000.0,19619633000000.0,19934822000000.0,19341842000000.0,16747023000000.0,19255210000000.0,18264340000000.0,18877946000000.0,19920954000000.0,20959495000000.0,18286104000000.0,20423847000000.0,19375097000000.0,19367065000000.0,18554560000000.0,19101674000000.0,20132049000000.0,21345199000000.0,19797560000000.0,20240109000000.0,21064569000000.0,19774814000000.0,21999038000000.0,18424750000000.0,20945536000000.0,21076269000000.0,20722770000000.0,20014023000000.0,20462145000000.0,17684280000000.0,21125183000000.0,19191344000000.0,22644338000000.0,22331389000000.0,21730295000000.0,23083713000000.0,20895144000000.0,22240362000000.0
1986-08-16 12:00:00,16919986000000.0,16147653000000.0,15822735000000.0,16963306000000.0,19537215000000.0,18367218000000.0,15555227000000.0,17283705000000.0,14475526000000.0,18168640000000.0,18525565000000.0,16988691000000.0,14227320000000.0,15321172000000.0,15721041000000.0,15235312000000.0,12657046000000.0,15127801000000.0,14383649000000.0,14654011000000.0,15609434000000.0,17049719000000.0,13924652000000.0,16186903000000.0,15105606000000.0,15267108000000.0,14417723000000.0,14943735000000.0,16039481000000.0,17075843000000.0,15562569000000.0,16175877000000.0,16878521000000.0,15692346000000.0,18026133000000.0,14226150000000.0,16526436000000.0,16913292000000.0,16614158000000.0,15428271000000.0,16341085000000.0,13684561000000.0,16915026000000.0,15168787000000.0,18432238000000.0,18624845000000.0,17921100000000.0,18754327000000.0,16451271000000.0,17862882000000.0
1986-09-16 00:00:00,15871978000000.0,14775784000000.0,14610407000000.0,15767150000000.0,18379670000000.0,16992079000000.0,14572255000000.0,16191388000000.0,13170053000000.0,17031313000000.0,17558697000000.0,16007428000000.0,13044233000000.0,14475841000000.0,14623349000000.0,14149782000000.0,11600579000000.0,13926322000000.0,13127494000000.0,13508813000000.0,14519290000000.0,15810954000000.0,12722638000000.0,15062591000000.0,13793593000000.0,14211207000000.0,13588098000000.0,13864686000000.0,15015491000000.0,16115300000000.0,14186908000000.0,15064057000000.0,15891566000000.0,14713988000000.0,16934110000000.0,13213744000000.0,15590034000000.0,15595220000000.0,15351346000000.0,14386385000000.0,15347600000000.0,12561114000000.0,15943226000000.0,14167936000000.0,17459150000000.0,17544817000000.0,16897458000000.0,17823101000000.0,15450233000000.0,16563787000000.0
1986-10-16 12:00:00,17062026000000.0,15876814000000.0,15620812000000.0,16821671000000.0,19589082000000.0,18246770000000.0,15659954000000.0,17456567000000.0,14381976000000.0,18156326000000.0,18782504000000.0,17270420000000.0,14238244000000.0,15565112000000.0,15709613000000.0,15230444000000.0,12762435000000.0,15155085000000.0,14085326000000.0,14644815000000.0,15605950000000.0,16978083000000.0,13944767000000.0,16220240000000.0,15027757000000.0,15213444000000.0,14822058000000.0,14968143000000.0,16169312000000.0,17287313000000.0,15204855000000.0,16238013000000.0,16977494000000.0,15961022000000.0,18114213000000.0,14547237000000.0,16835789000000.0,16807889000000.0,16306248000000.0,15619783000000.0,16533697000000.0,13835566000000.0,17080961000000.0,15377434000000.0,18749021000000.0,18582902000000.0,17956833000000.0,18975333000000.0,16675118000000.0,17809940000000.0
1986-11-16 00:00:00,19093917000000.0,17897334000000.0,17767122000000.0,18836946000000.0,21317368000000.0,20147540000000.0,17692187000000.0,19562083000000.0,16626492000000.0,20076212000000.0,20719015000000.0,19324670000000.0,16239223000000.0,17714997000000.0,17747040000000.0,17325978000000.0,14789707000000.0,17301066000000.0,16003225000000.0,16734956000000.0,17541452000000.0,18952600000000.0,15941788000000.0,18071087000000.0,17109864000000.0,17020253000000.0,16681459000000.0,17011445000000.0,18098443000000.0,19279253000000.0,17352691000000.0,18125316000000.0,18861666000000.0,17962610000000.0,19834421000000.0,16416588000000.0,18870423000000.0,18867330000000.0,18169377000000.0,17628890000000.0,18511930000000.0,15922459000000.0,19073516000000.0,17066736000000.0,20810510000000.0,20432166000000.0,19939373000000.0,20676105000000.0,18677682000000.0,19718778000000.0
1986-12-16 12:00:00,21255502000000.0,20356522000000.0,20016364000000.0,20975380000000.0,23474760000000.0,22149742000000.0,19852387000000.0,21984017000000.0,18876016000000.0,22296482000000.0,22964850000000.0,21654057000000.0,18544257000000.0,20135818000000.0,20034697000000.0,19672907000000.0,17181691000000.0,19549194000000.0,18182450000000.0,19178384000000.0,19762122000000.0,21237615000000.0,18169033000000.0,20175340000000.0,19280343000000.0,19440203000000.0,18890558000000.0,19290806000000.0,20280005000000.0,21628872000000.0,19811518000000.0,20329271000000.0,21297432000000.0,20536688000000.0,21869080000000.0,18399522000000.0,21197121000000.0,21480132000000.0,20384793000000.0,19836439000000.0,20765825000000.0,18271714000000.0,21212202000000.0,19111155000000.0,23099940000000.0,22674496000000.0,22109779000000.0,22626576000000.0,21047248000000.0,22203840000000.0
1987-01-16 12:00:00,23748986000000.0,22784395000000.0,22794540000000.0,23327842000000.0,25691416000000.0,24532094000000.0,22366722000000.0,24517234000000.0,21413070000000.0,24737158000000.0,25362940000000.0,23950445000000.0,21158148000000.0,22526508000000.0,22490896000000.0,22224300000000.0,19690567000000.0,22153559000000.0,20752900000000.0,21893348000000.0,22458808000000.0,23618920000000.0,20749270000000.0,22717252000000.0,21874541000000.0,22001127000000.0,21236927000000.0,21764684000000.0,22825495000000.0,24031984000000.0,22190603000000.0,22539886000000.0,23790461000000.0,23086292000000.0,24088735000000.0,21001612000000.0,23841350000000.0,24406068000000.0,22737075000000.0,22284744000000.0,23359990000000.0,20901033000000.0,23838924000000.0,21425134000000.0,25575498000000.0,25118393000000.0,24551702000000.0,24807907000000.0,23638976000000.0,24906860000000.0
1987-02-15 00:00:00,26128643000000.0,25155342000000.0,25269006000000.0,25715110000000.0,27753000000000.0,26871444000000.0,24741027000000.0,26865670000000.0,23586807000000.0,26924791000000.0,27584970000000.0,26123670000000.0,23356382000000.0,24702796000000.0,24609303000000.0,24524123000000.0,22297725000000.0,24471503000000.0,22973950000000.0,24203735000000.0,25031606000000.0,25773520000000.0,23282135000000.0,25215308000000.0,24366752000000.0,24241401000000.0,23620533000000.0,24065132000000.0,25276630000000.0,26129457000000.0,24370710000000.0,24735839000000.0,26018593000000.0,25357067000000.0,26329183000000.0,23246116000000.0,26238340000000.0,26841780000000.0,24937998000000.0,24671337000000.0,25710419000000.0,23326810000000.0,26207618000000.0,23856425000000.0,27974877000000.0,27219087000000.0,26836585000000.0,26966470000000.0,25798359000000.0,27211715000000.0
1987-03-16 12:00:00,27857880000000.0,27095057000000.0,27079572000000.0,27456088000000.0,29452319000000.0,28495695000000.0,26663235000000.0,28752474000000.0,25553195000000.0,28603262000000.0,29577575000000.0,28008740000000.0,25109337000000.0,26552742000000.0,26234646000000.0,26413004000000.0,24453380000000.0,26310848000000.0,24820987000000.0,25958514000000.0,26920255000000.0,27556840000000.0,25147185000000.0,27321910000000.0,26495964000000.0,26049337000000.0,25580130000000.0,25923464000000.0,27104406000000.0,27819044000000.0,26266577000000.0,26488768000000.0,27950315000000.0,27286674000000.0,28206946000000.0,25099512000000.0,27959150000000.0,28787809000000.0,26664325000000.0,26431124000000.0,27548540000000.0,25226906000000.0,27808961000000.0,25947869000000.0,29843576000000.0,29041346000000.0,28725080000000.0,28821246000000.0,27679454000000.0,29137893000000.0
1987-04-16 00:00:00,28990088000000.0,28302054000000.0,28173813000000.0,28502090000000.0,30568348000000.0,29537180000000.0,27935556000000.0,30148441000000.0,26832480000000.0,29839864000000.0,30786477000000.0,29118997000000.0,26344290000000.0,27740063000000.0,27398827000000.0,27480058000000.0,25884782000000.0,27360307000000.0,25901190000000.0,26876460000000.0,28206386000000.0,28765325000000.0,26404014000000.0,28562174000000.0,27949030000000.0,27280894000000.0,26888873000000.0,27140560000000.0,28164610000000.0,28966883000000.0,27570022000000.0,27713388000000.0,29091697000000.0,28524778000000.0,29547110000000.0,26378735000000.0,28944273000000.0,30024055000000.0,27754907000000.0,27687423000000.0,28641382000000.0,26355756000000.0,28919300000000.0,27154448000000.0,31189105000000.0,30278599000000.0,29880264000000.0,30059000000000.0,29023103000000.0,30513285000000.0
1987-05-16 12:00:00,28941369000000.0,28237225000000.0,28029400000000.0,28079483000000.0,30509510000000.0,29183508000000.0,27782910000000.0,30238981000000.0,26735047000000.0,29649556000000.0,30724720000000.0,29019435000000.0,26020230000000.0,27685160000000.0,27333134000000.0,27219934000000.0,25963970000000.0,27171788000000.0,25719575000000.0,26421878000000.0,27940811000000.0,28708952000000.0,26155294000000.0,28530077000000.0,27982710000000.0,27213791000000.0,26613578000000.0,27103257000000.0,27993169000000.0,29017302000000.0,27403506000000.0,27524482000000.0,28942155000000.0,28339832000000.0,29462226000000.0,26255433000000.0,28583743000000.0,30044177000000.0,27584314000000.0,27608018000000.0,28235893000000.0,26016890000000.0,28816690000000.0,27129335000000.0,30883994000000.0,30250233000000.0,29525967000000.0,29786910000000.0,28928215000000.0,30590791000000.0
1987-06-16 00:00:00,26192755000000.0,25575192000000.0,25713936000000.0,24754686000000.0,27732178000000.0,26034527000000.0,24964195000000.0,27867186000000.0,24043220000000.0,26811285000000.0,28355733000000.0,26141432000000.0,22986512000000.0,25292005000000.0,24967200000000.0,24616570000000.0,23594445000000.0,24535368000000.0,22901418000000.0,23304958000000.0,25063126000000.0,26603162000000.0,23279432000000.0,26156168000000.0,25321860000000.0,24999407000000.0,23824184000000.0,24727351000000.0,25452654000000.0,26459834000000.0,24585521000000.0,24878602000000.0,26172834000000.0,25909533000000.0,26823952000000.0,23483350000000.0,25927247000000.0,27804874000000.0,24927808000000.0,24960345000000.0,25217146000000.0,23006496000000.0,26206324000000.0,24244654000000.0,28248065000000.0,28092316000000.0,26197732000000.0,27137946000000.0,26477546000000.0,28239605000000.0
1987-07-16 12:00:00,20533727000000.0,19839035000000.0,20787046000000.0,19505917000000.0,22431364000000.0,20523920000000.0,18879120000000.0,22787070000000.0,18778333000000.0,20944213000000.0,23509841000000.0,20920943000000.0,17397899000000.0,19549701000000.0,19959418000000.0,18767659000000.0,18047746000000.0,18956937000000.0,17765100000000.0,17076144000000.0,19571356000000.0,22010525000000.0,17860310000000.0,21251943000000.0,19817151000000.0,19780176000000.0,18378836000000.0,19717174000000.0,20143841000000.0,20370692000000.0,19246415000000.0,19565732000000.0,20093840000000.0,20421745000000.0,21899464000000.0,18361975000000.0,20322791000000.0,22375372000000.0,19793155000000.0,18993312000000.0,19750025000000.0,18166076000000.0,21488617000000.0,18987658000000.0,23041835000000.0,23237000000000.0,20709812000000.0,22187604000000.0,21239274000000.0,23230832000000.0
1987-08-16 12:00:00,16114582000000.0,15957922000000.0,16630759000000.0,15134712000000.0,18216936000000.0,15997377000000.0,14692378000000.0,18576620000000.0,14345346000000.0,16594297000000.0,19529036000000.0,16726756000000.0,13292357000000.0,15251919000000.0,15796002000000.0,14572771000000.0,13925918000000.0,14942965000000.0,13739298000000.0,12538523000000.0,15389250000000.0,17878403000000.0,13550083000000.0,17342340000000.0,15195072000000.0,15102214000000.0,14101137000000.0,15849464000000.0,15876162000000.0,15799471000000.0,14828601000000.0,15400505000000.0,15697944000000.0,16248750000000.0,17818859000000.0,14155947000000.0,16070581000000.0,18174820000000.0,15607428000000.0,14251303000000.0,15031750000000.0,14240016000000.0,17354205000000.0,14661393000000.0,18910110000000.0,19125630000000.0,16768238000000.0,18132430000000.0,17032294000000.0,19217223000000.0
1987-09-16 00:00:00,15099393000000.0,15158697000000.0,15598235000000.0,13974056000000.0,17071689000000.0,14899472000000.0,13703129000000.0,17543602000000.0,13308927000000.0,15520990000000.0,18419018000000.0,15597429000000.0,12143345000000.0,14036586000000.0,14613016000000.0,13566066000000.0,12854164000000.0,13907260000000.0,12713206000000.0,11379136000000.0,14238385000000.0,16986866000000.0,12245491000000.0,16243841000000.0,13898613000000.0,13844531000000.0,12656010000000.0,14861719000000.0,14799269000000.0,14798036000000.0,13710827000000.0,14468006000000.0,14799226000000.0,15211103000000.0,16741548000000.0,12997155000000.0,14808782000000.0,17115002000000.0,14326760000000.0,13159088000000.0,13626603000000.0,13343414000000.0,16352481000000.0,13555967000000.0,17834881000000.0,18138664000000.0,15598484000000.0,17175155000000.0,15826841000000.0,18127566000000.0
1987-10-16 12:00:00,16307551000000.0,16254358000000.0,16844561000000.0,15158315000000.0,18355554000000.0,16272644000000.0,14901832000000.0,18725854000000.0,14595404000000.0,16862941000000.0,19433255000000.0,16812168000000.0,13424084000000.0,15379309000000.0,15866273000000.0,14629264000000.0,14034216000000.0,15210923000000.0,13897936000000.0,12261513000000.0,15655930000000.0,18132123000000.0,13477419000000.0,17573096000000.0,15131479000000.0,14893053000000.0,13835428000000.0,15890436000000.0,16113843000000.0,16021620000000.0,14994215000000.0,15798708000000.0,16004892000000.0,16538322000000.0,17922729000000.0,14279981000000.0,15712984000000.0,18303200000000.0,15372818000000.0,14515753000000.0,14893305000000.0,14813434000000.0,17604486000000.0,14845460000000.0,19065322000000.0,19329588000000.0,16443027000000.0,18376445000000.0,16869751000000.0,19438710000000.0
1987-11-16 00:00:00,18506385000000.0,18187463000000.0,18716723000000.0,17019752000000.0,20225515000000.0,18236364000000.0,17085105000000.0,20662001000000.0,16885088000000.0,18924077000000.0,21227565000000.0,18776939000000.0,15497165000000.0,17365301000000.0,17984605000000.0,16713584000000.0,16223840000000.0,17215065000000.0,15785698000000.0,14198021000000.0,17953605000000.0,20069826000000.0,15679707000000.0,19497522000000.0,17182503000000.0,17034069000000.0,16108950000000.0,17762718000000.0,18190694000000.0,18053402000000.0,17090541000000.0,18042717000000.0,18028070000000.0,18471562000000.0,19710553000000.0,16476363000000.0,17766229000000.0,20413455000000.0,17583661000000.0,16350374000000.0,17058606000000.0,16780089000000.0,19347733000000.0,16614070000000.0,20959541000000.0,21446676000000.0,18030885000000.0,20038360000000.0,18966859000000.0,21338893000000.0
1987-12-16 12:00:00,20820227000000.0,20274530000000.0,20735802000000.0,19221866000000.0,22304973000000.0,20257392000000.0,19448554000000.0,22736660000000.0,19048832000000.0,21002323000000.0,23410608000000.0,20981983000000.0,17714270000000.0,19857380000000.0,20063323000000.0,19160860000000.0,18700894000000.0,19400487000000.0,17965456000000.0,16845287000000.0,20513620000000.0,22249178000000.0,18212656000000.0,21620484000000.0,19514452000000.0,19416054000000.0,18527721000000.0,19877503000000.0,20418157000000.0,20500642000000.0,19551012000000.0,20540503000000.0,20324588000000.0,20772668000000.0,21878685000000.0,18840920000000.0,20325878000000.0,22922463000000.0,19903030000000.0,18438964000000.0,19420315000000.0,18911748000000.0,21223654000000.0,18824609000000.0,23090596000000.0,23568318000000.0,20178250000000.0,21987567000000.0,21039195000000.0,23505567000000.0
1988-01-16 12:00:00,23484208000000.0,22875610000000.0,23142135000000.0,21646580000000.0,24753107000000.0,22850161000000.0,21980913000000.0,25383924000000.0,21468140000000.0,23347342000000.0,25824270000000.0,23374416000000.0,20129342000000.0,22489990000000.0,22363043000000.0,21652167000000.0,21443467000000.0,21965511000000.0,20365766000000.0,19620684000000.0,23116326000000.0,24651460000000.0,21061131000000.0,24100622000000.0,22138818000000.0,22051715000000.0,21011995000000.0,22233855000000.0,22815038000000.0,23173785000000.0,22098232000000.0,23232975000000.0,22947983000000.0,23189036000000.0,24294879000000.0,21316107000000.0,22931652000000.0,25494267000000.0,22449175000000.0,21014320000000.0,22291784000000.0,21215958000000.0,23686264000000.0,21186684000000.0,25375530000000.0,25923928000000.0,22819430000000.0,24325880000000.0,23197848000000.0,26054475000000.0
1988-02-15 12:00:00,25903044000000.0,25116635000000.0,25634907000000.0,23895520000000.0,26862202000000.0,25259910000000.0,24212943000000.0,27707652000000.0,23607535000000.0,25537337000000.0,28228130000000.0,25687528000000.0,22443817000000.0,24858760000000.0,24605817000000.0,23802667000000.0,23899040000000.0,24331070000000.0,22444969000000.0,22003763000000.0,25518632000000.0,26849472000000.0,23463580000000.0,26136360000000.0,24773766000000.0,24423126000000.0,23205970000000.0,24491925000000.0,25012554000000.0,25411862000000.0,24126073000000.0,25689416000000.0,25643276000000.0,25587867000000.0,26591602000000.0,23609213000000.0,25157645000000.0,27995874000000.0,24629419000000.0,23304472000000.0,24721005000000.0,23395402000000.0,25771821000000.0,23204427000000.0,27637834000000.0,28018576000000.0,24962803000000.0,26531517000000.0,25457924000000.0,28694093000000.0
1988-03-16 12:00:00,27685145000000.0,27087992000000.0,27571610000000.0,25735155000000.0,28611600000000.0,27200650000000.0,26033830000000.0,29478378000000.0,25525780000000.0,27511800000000.0,30215900000000.0,27682213000000.0,24300453000000.0,26731709000000.0,26419980000000.0,25420217000000.0,25832924000000.0,26133160000000.0,24324134000000.0,24161989000000.0,27576972000000.0,28727891000000.0,25586802000000.0,28003541000000.0,26867696000000.0,26409060000000.0,25072312000000.0,26320550000000.0,26870390000000.0,27284547000000.0,25905416000000.0,27661015000000.0,27554562000000.0,27474870000000.0,28668586000000.0,25595933000000.0,27126183000000.0,29978951000000.0,26460943000000.0,25189694000000.0,26626987000000.0,25225800000000.0,27678321000000.0,25105300000000.0,29547316000000.0,29609940000000.0,27053655000000.0,28526114000000.0,27325742000000.0,30666587000000.0
1988-04-16 00:00:00,28736666000000.0,28303063000000.0,28753170000000.0,27025216000000.0,29559530000000.0,28454020000000.0,27122003000000.0,30517248000000.0,26614590000000.0,28579098000000.0,31388660000000.0,28894450000000.0,25545136000000.0,27900233000000.0,27550730000000.0,26349264000000.0,26967533000000.0,27413840000000.0,25483874000000.0,25334775000000.0,28837890000000.0,30006430000000.0,26847136000000.0,29206648000000.0,28173394000000.0,27616270000000.0,26270373000000.0,27672533000000.0,28036498000000.0,28437243000000.0,26837270000000.0,28780226000000.0,28611250000000.0,28655097000000.0,30002058000000.0,26753871000000.0,28250321000000.0,31164176000000.0,27616793000000.0,26379463000000.0,27690740000000.0,26100361000000.0,28947589000000.0,26371470000000.0,30754784000000.0,30723203000000.0,28570305000000.0,29683937000000.0,28324823000000.0,31898650000000.0
