time,r7i1p1f1,r31i1p1f1,r12i1p1f1,r18i1p1f1,r13i1p1f1,r30i1p1f1,r44i1p1f1,r41i1p1f1,r40i1p1f1,r17i1p1f1,r10i1p1f1,r33i1p1f1,r35i1p1f1,r1i1p1f1,r19i1p1f1,r5i1p1f1,r36i1p1f1,r15i1p1f1,r25i1p1f1,r45i1p1f1,r23i1p1f1,r46i1p1f1,r4i1p1f1,r22i1p1f1,r27i1p1f1,r28i1p1f1,r43i1p1f1,r9i1p1f1,r47i1p1f1,r8i1p1f1,r38i1p1f1,r42i1p1f1,r32i1p1f1,r11i1p1f1,r24i1p1f1,r16i1p1f1,r3i1p1f1,r2i1p1f1,r37i1p1f1,r20i1p1f1,r34i1p1f1,r26i1p1f1,r50i1p1f1,r48i1p1f1,r14i1p1f1,r6i1p1f1,r21i1p1f1,r49i1p1f1,r29i1p1f1,r39i1p1f1
1988-05-16 12:00:00,28464216000000.0,28074245000000.0,28379760000000.0,26848688000000.0,29210744000000.0,28146934000000.0,26743990000000.0,30386490000000.0,26651824000000.0,28339736000000.0,31378488000000.0,28654879000000.0,25555437000000.0,27779549000000.0,27570391000000.0,26047945000000.0,26893963000000.0,27111193000000.0,25363260000000.0,24919675000000.0,28776839000000.0,29912052000000.0,26789592000000.0,29094940000000.0,27997982000000.0,27586386000000.0,26125940000000.0,27570940000000.0,28048714000000.0,28255856000000.0,26601243000000.0,28643140000000.0,28435410000000.0,28528974000000.0,29947373000000.0,26662893000000.0,28073655000000.0,30854087000000.0,27434232000000.0,26181856000000.0,27548280000000.0,25823130000000.0,28872177000000.0,26281740000000.0,30618878000000.0,30684897000000.0,28762905000000.0,29562306000000.0,27988070000000.0,31802253000000.0
1988-06-16 00:00:00,25879338000000.0,25192298000000.0,25437212000000.0,23992184000000.0,26433955000000.0,24969010000000.0,23769366000000.0,27921796000000.0,23929492000000.0,25225366000000.0,28887969000000.0,25935260000000.0,23245374000000.0,25681226000000.0,25264688000000.0,23139598000000.0,24304025000000.0,24344216000000.0,22503127000000.0,21678529000000.0,26456397000000.0,27455589000000.0,24337048000000.0,26536204000000.0,25499603000000.0,25002636000000.0,23657554000000.0,25023532000000.0,25594354000000.0,25121460000000.0,24439085000000.0,26124150000000.0,25464664000000.0,25714613000000.0,27644517000000.0,23976965000000.0,24996770000000.0,27501326000000.0,24699042000000.0,23368470000000.0,25152004000000.0,23183764000000.0,26503023000000.0,23741682000000.0,27643808000000.0,27918357000000.0,26396586000000.0,27266021000000.0,25476148000000.0,29453506000000.0
1988-07-16 12:00:00,20441633000000.0,19959495000000.0,19407267000000.0,18826104000000.0,21253673000000.0,18937600000000.0,18140210000000.0,22451840000000.0,18330704000000.0,18714280000000.0,23556478000000.0,20878922000000.0,18465555000000.0,20097658000000.0,20454308000000.0,17933615000000.0,18626371000000.0,19231945000000.0,17040935000000.0,16068415000000.0,20618599000000.0,22828095000000.0,18761050000000.0,20622464000000.0,20179200000000.0,19282256000000.0,19067748000000.0,19742985000000.0,20262005000000.0,19594167000000.0,19261393000000.0,20419495000000.0,19868372000000.0,20217214000000.0,22536553000000.0,18495706000000.0,18856167000000.0,21361127000000.0,19202012000000.0,18017254000000.0,19825129000000.0,18414662000000.0,21188407000000.0,18139377000000.0,21373083000000.0,22150600000000.0,21856738000000.0,22079468000000.0,20192420000000.0,24147359000000.0
1988-08-16 12:00:00,16329013000000.0,15830081000000.0,14900983000000.0,14515588000000.0,16782543000000.0,14698735000000.0,14227109000000.0,18287270000000.0,13888538000000.0,14049374000000.0,19268112000000.0,16622124000000.0,14253264000000.0,15601454000000.0,16287042000000.0,13954462000000.0,14653818000000.0,14929100000000.0,13396811000000.0,11816804000000.0,16257878000000.0,18610039000000.0,14508238000000.0,16498905000000.0,15757286000000.0,14752381000000.0,14761547000000.0,15543954000000.0,16211924000000.0,15246043000000.0,14817243000000.0,15896647000000.0,15724520000000.0,15738791000000.0,18209095000000.0,14155304000000.0,14426589000000.0,16805708000000.0,14952409000000.0,13739361000000.0,15552214000000.0,14517287000000.0,16805192000000.0,13675298000000.0,16871715000000.0,17808205000000.0,17788337000000.0,17799470000000.0,16231231000000.0,19772845000000.0
1988-09-16 00:00:00,15243665000000.0,14623105000000.0,13684506000000.0,13403043000000.0,15421841000000.0,13606151000000.0,13038512000000.0,17019336000000.0,12745808000000.0,12717181000000.0,18141550000000.0,15519552000000.0,13029574000000.0,14495061000000.0,15063152000000.0,12854007000000.0,13570499000000.0,13888531000000.0,12495603000000.0,10727854000000.0,15082860000000.0,17386545000000.0,13284661000000.0,15287092000000.0,14676235000000.0,13468145000000.0,13703624000000.0,14397912000000.0,14971743000000.0,13826326000000.0,13856125000000.0,14651213000000.0,14788772000000.0,14530452000000.0,17230484000000.0,13167468000000.0,13328006000000.0,15605251000000.0,13928871000000.0,12218683000000.0,14285280000000.0,13633024000000.0,15583348000000.0,12389517000000.0,15313230000000.0,16575237000000.0,16557404000000.0,16440920000000.0,15077070000000.0,18637818000000.0
1988-10-16 12:00:00,16504859000000.0,16016515000000.0,14654466000000.0,14754145000000.0,16657766000000.0,14459600000000.0,13828421000000.0,18145308000000.0,13918884000000.0,13848026000000.0,19359678000000.0,16665849000000.0,14359101000000.0,15648958000000.0,16150196000000.0,14098336000000.0,14507238000000.0,15074299000000.0,13628129000000.0,11904393000000.0,16353059000000.0,18617324000000.0,14378195000000.0,16379110000000.0,15952063000000.0,14616818000000.0,14860250000000.0,15688637000000.0,15946783000000.0,14983625000000.0,15066997000000.0,15962069000000.0,15859241000000.0,15557826000000.0,18491700000000.0,14409393000000.0,14232557000000.0,17012170000000.0,15051665000000.0,13081489000000.0,15417343000000.0,14711879000000.0,16890550000000.0,13339089000000.0,16233257000000.0,17692036000000.0,17798756000000.0,17609748000000.0,16207568000000.0,19843447000000.0
1988-11-16 00:00:00,18438454000000.0,18145860000000.0,16540801000000.0,16743360000000.0,18665326000000.0,16432541000000.0,15518451000000.0,20148060000000.0,15935171000000.0,16000330000000.0,21208712000000.0,18618730000000.0,16411938000000.0,17459400000000.0,18047608000000.0,16012458000000.0,16840723000000.0,16955633000000.0,15768486000000.0,13853277000000.0,18468175000000.0,20468883000000.0,16429647000000.0,18547753000000.0,17958760000000.0,16606333000000.0,16840991000000.0,17691369000000.0,17870602000000.0,17023304000000.0,17071119000000.0,17918253000000.0,17796864000000.0,17628240000000.0,20291740000000.0,16315408000000.0,16354100000000.0,19258055000000.0,16971570000000.0,15042775000000.0,17500349000000.0,16452207000000.0,18777742000000.0,15211128000000.0,18292798000000.0,19552467000000.0,19613120000000.0,19571720000000.0,18123510000000.0,21770216000000.0
1988-12-16 12:00:00,20684252000000.0,20282968000000.0,18843840000000.0,18864023000000.0,20950620000000.0,18827214000000.0,17655008000000.0,22402778000000.0,18293540000000.0,18557455000000.0,23346658000000.0,20839834000000.0,18469620000000.0,19831860000000.0,20188630000000.0,18180695000000.0,19235690000000.0,19318832000000.0,18048942000000.0,16439100000000.0,20777026000000.0,22546922000000.0,18604154000000.0,20911126000000.0,19975398000000.0,18967484000000.0,18803023000000.0,19957354000000.0,20205750000000.0,19342176000000.0,19419367000000.0,20101972000000.0,20074707000000.0,19827698000000.0,22374074000000.0,18527547000000.0,18874430000000.0,21793843000000.0,19185778000000.0,17443144000000.0,19763925000000.0,18521665000000.0,20932863000000.0,17298675000000.0,20783273000000.0,21759525000000.0,21662962000000.0,21946576000000.0,20523315000000.0,24073483000000.0
1989-01-16 12:00:00,23342006000000.0,22804100000000.0,21407030000000.0,21267564000000.0,23459202000000.0,21226520000000.0,20146098000000.0,25025608000000.0,20926788000000.0,21172230000000.0,25997907000000.0,23328325000000.0,20793803000000.0,22148932000000.0,22855864000000.0,20637003000000.0,21832327000000.0,21782753000000.0,20380857000000.0,19330979000000.0,23291922000000.0,24978473000000.0,20979858000000.0,23363668000000.0,22416173000000.0,21431012000000.0,21160115000000.0,22508684000000.0,22521770000000.0,22156463000000.0,21925208000000.0,22502634000000.0,22678524000000.0,22189774000000.0,24836716000000.0,21035520000000.0,21496310000000.0,24569030000000.0,21667660000000.0,19916359000000.0,22025253000000.0,20768330000000.0,23531014000000.0,19560191000000.0,23389415000000.0,24232457000000.0,24002152000000.0,24617247000000.0,23020633000000.0,26805736000000.0
1989-02-15 00:00:00,25555427000000.0,25109992000000.0,23621380000000.0,23684719000000.0,25618568000000.0,23413610000000.0,22709193000000.0,27125980000000.0,23161832000000.0,23374420000000.0,28367567000000.0,25644736000000.0,23037762000000.0,24588105000000.0,25247533000000.0,22739644000000.0,24348883000000.0,23834806000000.0,22548708000000.0,21831107000000.0,25730658000000.0,27061767000000.0,22988288000000.0,25654903000000.0,24842473000000.0,23620192000000.0,23290257000000.0,24607930000000.0,24550041000000.0,24777188000000.0,24036703000000.0,24564835000000.0,24785480000000.0,24331250000000.0,26996462000000.0,23147292000000.0,23846938000000.0,26923674000000.0,23765279000000.0,21989182000000.0,24407051000000.0,22736622000000.0,25622110000000.0,22032090000000.0,25713535000000.0,26223300000000.0,26149678000000.0,26851364000000.0,25050405000000.0,29152480000000.0
1989-03-16 12:00:00,27352633000000.0,26749803000000.0,25479243000000.0,25668704000000.0,27251058000000.0,25177153000000.0,24603884000000.0,28691501000000.0,25007695000000.0,25315466000000.0,30178013000000.0,27533748000000.0,25045519000000.0,26394667000000.0,26793675000000.0,24603823000000.0,26274983000000.0,25648940000000.0,24469091000000.0,23917563000000.0,27614496000000.0,28858640000000.0,24977231000000.0,27680112000000.0,26453990000000.0,25285966000000.0,25081791000000.0,26369315000000.0,26404763000000.0,26946890000000.0,25799745000000.0,26497924000000.0,26624632000000.0,26336165000000.0,28664368000000.0,25040523000000.0,25738854000000.0,28858514000000.0,25620008000000.0,23928932000000.0,26433112000000.0,24413024000000.0,27412906000000.0,24134457000000.0,27666225000000.0,28005090000000.0,28238703000000.0,28655932000000.0,26970150000000.0,31183092000000.0
1989-04-16 00:00:00,28469010000000.0,27927865000000.0,26729828000000.0,27002514000000.0,28405131000000.0,26311548000000.0,25961119000000.0,29951242000000.0,26297835000000.0,26605687000000.0,31314472000000.0,28687490000000.0,26216136000000.0,27566126000000.0,27867488000000.0,25878063000000.0,27641625000000.0,26696191000000.0,25895213000000.0,25260490000000.0,28890280000000.0,29899444000000.0,26219653000000.0,29082016000000.0,27627677000000.0,26481791000000.0,26469472000000.0,27689935000000.0,27636630000000.0,28360932000000.0,26888685000000.0,27666410000000.0,27788631000000.0,27710127000000.0,29640704000000.0,26423810000000.0,26643865000000.0,29897188000000.0,26944767000000.0,25107412000000.0,27801361000000.0,25359080000000.0,28664333000000.0,25313870000000.0,28855906000000.0,29053457000000.0,29495365000000.0,29799775000000.0,28332530000000.0,32549013000000.0
1989-05-16 12:00:00,28387458000000.0,27751059000000.0,26531234000000.0,26707060000000.0,28436340000000.0,26275920000000.0,26046401000000.0,29790904000000.0,26230299000000.0,26523357000000.0,31314544000000.0,28632668000000.0,26202580000000.0,27514680000000.0,27879130000000.0,25839542000000.0,27512750000000.0,26539278000000.0,25829648000000.0,25296326000000.0,28615536000000.0,29719905000000.0,25934732000000.0,29122105000000.0,27416250000000.0,26396768000000.0,26320763000000.0,27408548000000.0,27421644000000.0,28269200000000.0,26481360000000.0,27524225000000.0,27689190000000.0,27591457000000.0,29610763000000.0,25903023000000.0,26340336000000.0,29638850000000.0,26922805000000.0,24810529000000.0,27600018000000.0,25081758000000.0,28558351000000.0,24951338000000.0,28454343000000.0,28740336000000.0,29481912000000.0,29647648000000.0,28194445000000.0,32301616000000.0
1989-06-16 00:00:00,25949390000000.0,25195786000000.0,23630252000000.0,23944006000000.0,25907576000000.0,23877028000000.0,24008758000000.0,26987026000000.0,23506274000000.0,23689658000000.0,29108840000000.0,26255475000000.0,23810313000000.0,25131997000000.0,25113485000000.0,22928788000000.0,24915332000000.0,24452637000000.0,22903010000000.0,22794510000000.0,25612813000000.0,26971407000000.0,22792712000000.0,26597440000000.0,24424533000000.0,23706475000000.0,23267295000000.0,24440887000000.0,24757498000000.0,25420418000000.0,23617851000000.0,24894585000000.0,24977120000000.0,24845042000000.0,27011010000000.0,22599688000000.0,23872871000000.0,26664260000000.0,24383951000000.0,21978568000000.0,24916215000000.0,22098890000000.0,25699505000000.0,22020622000000.0,25132018000000.0,25919788000000.0,26884197000000.0,26720416000000.0,25443910000000.0,29099613000000.0
1989-07-16 12:00:00,20932026000000.0,19529464000000.0,18042851000000.0,18684377000000.0,20465207000000.0,18461854000000.0,19176860000000.0,21619745000000.0,18523265000000.0,18644428000000.0,24088502000000.0,21088805000000.0,18586953000000.0,19444898000000.0,19767717000000.0,17475813000000.0,19204560000000.0,19381615000000.0,17698004000000.0,17538027000000.0,20241327000000.0,21374978000000.0,17106069000000.0,21077525000000.0,18334605000000.0,18313126000000.0,17592471000000.0,19063818000000.0,19643148000000.0,20142660000000.0,18431913000000.0,19734892000000.0,19080667000000.0,18840910000000.0,21173956000000.0,16589754000000.0,18870725000000.0,20920769000000.0,19625404000000.0,16743381000000.0,19037363000000.0,17067523000000.0,19916887000000.0,17505682000000.0,19603858000000.0,20477430000000.0,21381215000000.0,21138520000000.0,20200305000000.0,23503980000000.0
1989-08-16 12:00:00,16465488000000.0,15139860000000.0,14115903000000.0,14467766000000.0,16108355000000.0,13962750000000.0,15251537000000.0,17251359000000.0,14642319000000.0,14451968000000.0,19825548000000.0,16431679000000.0,14498896000000.0,15109083000000.0,15704700000000.0,13366293000000.0,14866666000000.0,15228240000000.0,13480022000000.0,13563035000000.0,16309173000000.0,17074097000000.0,13091243000000.0,16674159000000.0,13775160000000.0,14115952000000.0,13381214000000.0,14970774000000.0,15484117000000.0,16148380000000.0,14201812000000.0,15518525000000.0,14679089000000.0,14510468000000.0,16836723000000.0,12311937000000.0,14335024000000.0,16624682000000.0,15304563000000.0,12644804000000.0,14586533000000.0,13167745000000.0,15648583000000.0,13594874000000.0,15403814000000.0,15971414000000.0,16982444000000.0,16701168000000.0,16130530000000.0,18852723000000.0
1989-09-16 00:00:00,15226935000000.0,13814093000000.0,13041970000000.0,13332260000000.0,14796043000000.0,12533556000000.0,14335909000000.0,15760596000000.0,13582601000000.0,13511313000000.0,18718216000000.0,15300769000000.0,13378322000000.0,13990286000000.0,14451188000000.0,12440265000000.0,13699874000000.0,14291540000000.0,12469279000000.0,12347808000000.0,15204891000000.0,15854690000000.0,12050145000000.0,15635639000000.0,12667138000000.0,12950962000000.0,12144405000000.0,13789990000000.0,14309759000000.0,15094910000000.0,13116922000000.0,14254770000000.0,13724420000000.0,13379674000000.0,15510932000000.0,11314089000000.0,13265204000000.0,15578879000000.0,14222139000000.0,11330353000000.0,13526169000000.0,12104178000000.0,14475629000000.0,12499985000000.0,14062602000000.0,14806423000000.0,15789420000000.0,15444624000000.0,14913896000000.0,17553645000000.0
1989-10-16 12:00:00,16377760000000.0,14801948000000.0,14019449000000.0,14682738000000.0,15978356000000.0,13874359000000.0,15509374000000.0,17036258000000.0,14611747000000.0,14772489000000.0,19698886000000.0,16429521000000.0,14546308000000.0,15201710000000.0,15536573000000.0,13466437000000.0,14908206000000.0,15363299000000.0,13611455000000.0,13321917000000.0,16379516000000.0,16999363000000.0,12882851000000.0,16877571000000.0,13958672000000.0,14208077000000.0,13103428000000.0,14964211000000.0,15254196000000.0,16570053000000.0,14321468000000.0,15352169000000.0,15179673000000.0,14724551000000.0,16566706000000.0,12252087000000.0,14630863000000.0,16859107000000.0,15512494000000.0,12363156000000.0,14662231000000.0,13306032000000.0,15694805000000.0,13516776000000.0,14993089000000.0,16120184000000.0,17094646000000.0,16574617000000.0,16055544000000.0,18678525000000.0
1989-11-16 00:00:00,18438286000000.0,16843688000000.0,16170307000000.0,16719519000000.0,18055952000000.0,15936339000000.0,17542074000000.0,18890277000000.0,16471913000000.0,16707252000000.0,21438707000000.0,18449380000000.0,16503735000000.0,17048322000000.0,17532398000000.0,15450963000000.0,17042783000000.0,17255455000000.0,15669238000000.0,15167608000000.0,18283783000000.0,19072324000000.0,14729870000000.0,18824273000000.0,16088830000000.0,16150844000000.0,15189066000000.0,16967098000000.0,17036112000000.0,18527073000000.0,16215735000000.0,17344588000000.0,17350253000000.0,16685997000000.0,18635398000000.0,14224347000000.0,16561551000000.0,18882648000000.0,17563556000000.0,14452659000000.0,16737156000000.0,15246163000000.0,17410143000000.0,15261627000000.0,16792440000000.0,18247917000000.0,19156154000000.0,18469588000000.0,17920365000000.0,20721233000000.0
1989-12-16 12:00:00,20963886000000.0,18906465000000.0,18672781000000.0,19133467000000.0,20201068000000.0,18189182000000.0,19788875000000.0,21181483000000.0,18548057000000.0,19163192000000.0,23510770000000.0,20674467000000.0,18880576000000.0,19404224000000.0,19660011000000.0,17633835000000.0,19531418000000.0,19388179000000.0,17975260000000.0,17578936000000.0,20371353000000.0,21159972000000.0,17091257000000.0,21105499000000.0,18390171000000.0,18226235000000.0,17589070000000.0,19214513000000.0,19059861000000.0,20888664000000.0,18543123000000.0,19749243000000.0,20150347000000.0,19082156000000.0,21190366000000.0,16595835000000.0,18723470000000.0,21430719000000.0,20025160000000.0,16748809000000.0,18958074000000.0,17475755000000.0,19307528000000.0,17614336000000.0,19079050000000.0,20458764000000.0,21327930000000.0,20556181000000.0,20166465000000.0,23048082000000.0
