time,r4i1p1f1,r8i1p1f1,r7i1p1f1,r9i1p1f1,r3i1p1f1,r5i1p1f1,r6i1p1f1,r1i1p1f1,r2i1p1f1
1983-12-16 12:00:00,0.15077901,0.1329973,0.15194051,0.14465417,0.12634909,0.1249276,0.13333349,0.14373691,0.13377929
1984-01-16 12:00:00,0.1286565,0.13289863,0.14372723,0.12725952,0.11621051,0.14472415,0.13361157,0.13037506,0.1489083
1984-02-15 12:00:00,0.1245801,0.11827796,0.13347849,0.14624795,0.12275975,0.13148546,0.14780076,0.10563087,0.14914499
1984-03-16 12:00:00,0.12152226,0.12718722,0.12897515,0.12796229,0.12838678,0.12846357,0.13567013,0.11968754,0.13179874
1984-04-16 00:00:00,0.10860318,0.11400681,0.11301792,0.10928733,0.104093686,0.1136378,0.12167621,0.12244378,0.12638384
1984-05-16 12:00:00,0.103411354,0.110035375,0.114475295,0.09971371,0.11169859,0.10733476,0.09764121,0.121577956,0.11488423
1984-06-16 00:00:00,0.09213141,0.09903014,0.10238348,0.09206842,0.094665065,0.10120383,0.10682724,0.091785096,0.09993924
1984-07-16 12:00:00,0.09638184,0.098705314,0.10329955,0.10319493,0.09319707,0.100835755,0.095987365,0.10000292,0.10903555
1984-08-16 12:00:00,0.10148967,0.10390689,0.10799337,0.10630858,0.103887826,0.10849463,0.09467944,0.095113486,0.10686408
1984-09-16 00:00:00,0.11287343,0.10155296,0.11305252,0.105667435,0.11345922,0.1132798,0.11880004,0.12484221,0.11428055
1984-10-16 12:00:00,0.13963492,0.14760068,0.13359055,0.13201524,0.13650522,0.15978594,0.13585843,0.13009255,0.1465972
1984-11-16 00:00:00,0.14982481,0.14307494,0.134091,0.15743819,0.13520594,0.15568167,0.1534507,0.14992984,0.15042506
1984-12-16 12:00:00,0.14476429,0.13985763,0.15515275,0.15253876,0.13862793,0.15672147,0.13968584,0.13255669,0.14246361
1985-01-16 12:00:00,0.14005104,0.12201154,0.13220002,0.15636048,0.13970065,0.13653526,0.14286557,0.144956,0.14271104
1985-02-15 00:00:00,0.11347556,0.12885559,0.13806276,0.124232255,0.13276483,0.13290042,0.14363484,0.12544876,0.14029197
1985-03-16 12:00:00,0.11808497,0.14325431,0.12881297,0.12811095,0.13171363,0.120324865,0.1287527,0.14572866,0.13102381
1985-04-16 00:00:00,0.113412835,0.1193657,0.10449044,0.121580556,0.124572225,0.103157766,0.12740274,0.11403944,0.11456263
1985-05-16 12:00:00,0.10114104,0.10739603,0.12145348,0.1097299,0.1047826,0.1041106,0.11617477,0.111234985,0.11027855
1985-06-16 00:00:00,0.09474918,0.09374895,0.09434348,0.093370885,0.0933411,0.09824877,0.09468056,0.09640066,0.10637446
1985-07-16 12:00:00,0.10116483,0.09746369,0.10910179,0.10491763,0.101015635,0.10054561,0.091372326,0.084639065,0.103708036
1985-08-16 12:00:00,0.10081477,0.11859267,0.09438899,0.11109757,0.09690607,0.11117873,0.11517698,0.10312315,0.10627361
1985-09-16 00:00:00,0.14487515,0.11902479,0.106525995,0.10851794,0.10670994,0.11191994,0.10827931,0.11613231,0.119502924
1985-10-16 12:00:00,0.13297737,0.13434683,0.14370175,0.14256896,0.12243737,0.13107428,0.13437906,0.13760602,0.13521852
