time,r7i1p1f1,r6i1p1f1,r5i1p1f1,r8i1p1f1,r4i1p1f1,r1i1p1f1,r2i1p1f1,r9i1p1f1,r3i1p1f1
1992-10-16 12:00:00,0.13536668,0.15079498,0.12268952,0.14285621,0.116062105,0.1381889,0.14983907,0.14192346,0.13747491
1992-11-16 00:00:00,0.14547755,0.13227144,0.13309935,0.14349265,0.13413185,0.12606838,0.1355195,0.13461086,0.16303845
1992-12-16 12:00:00,0.13491905,0.12528977,0.14851752,0.14209083,0.114597425,0.13614334,0.13367356,0.1549173,0.129654
1993-01-16 12:00:00,0.13649729,0.13761756,0.1351149,0.12905113,0.12435135,0.1521499,0.14207771,0.13474742,0.14030522
1993-02-15 00:00:00,0.13331522,0.12272176,0.1465993,0.1462218,0.1201147,0.11704204,0.11796199,0.12533326,0.13775955
1993-03-16 12:00:00,0.13476698,0.12728773,0.1310369,0.12131543,0.11861361,0.13216357,0.12691876,0.11892001,0.13582635
1993-04-16 00:00:00,0.11439973,0.11524086,0.11731307,0.11448313,0.11574125,0.1346892,0.103321515,0.11124065,0.13195145
1993-05-16 12:00:00,0.10291624,0.11089204,0.103770226,0.110566065,0.10393831,0.09357851,0.09917421,0.10778455,0.10461159
1993-06-16 00:00:00,0.090724684,0.08123624,0.08391579,0.0844453,0.09942967,0.093556635,0.09407815,0.09717582,0.08246709
1993-07-16 12:00:00,0.086553335,0.09142369,0.0908907,0.10013773,0.09350045,0.09894045,0.102108195,0.09892955,0.08684123
1993-08-16 12:00:00,0.09757856,0.09735014,0.10300153,0.09628104,0.09230268,0.10533311,0.101742744,0.10699734,0.10721521
1993-09-16 00:00:00,0.114155315,0.1036294,0.11888836,0.10818899,0.112893425,0.118820414,0.11183887,0.113737166,0.102433115
1993-10-16 12:00:00,0.14127082,0.14588167,0.13925463,0.12238297,0.14541169,0.13079043,0.13795537,0.15307948,0.13171715
1993-11-16 00:00:00,0.121882506,0.13753106,0.14707462,0.15073347,0.13877182,0.14585084,0.13285166,0.14299992,0.14339377
1993-12-16 12:00:00,0.14047547,0.14004207,0.14131287,0.14340161,0.15424812,0.13240957,0.13876571,0.14010483,0.1414656
1994-01-16 12:00:00,0.14818102,0.14290653,0.13015711,0.13624978,0.13693507,0.13008645,0.1375386,0.13648364,0.15076949
1994-02-15 00:00:00,0.16082615,0.13541952,0.124266036,0.1527589,0.11168658,0.1418773,0.13376924,0.13111807,0.12562932
1994-03-16 12:00:00,0.12899944,0.13508968,0.118979394,0.11915904,0.12102995,0.13109909,0.118247494,0.11898864,0.13089393
1994-04-16 00:00:00,0.12536046,0.12470323,0.11674352,0.11158426,0.10933577,0.12554143,0.10711526,0.118572146,0.12295013
1994-05-16 12:00:00,0.107176825,0.10974292,0.10445802,0.10675366,0.10477466,0.110000685,0.10193309,0.11355993,0.10249712
1994-06-16 00:00:00,0.08375055,0.09977427,0.08657787,0.09267559,0.088643126,0.08685652,0.1042243,0.10258566,0.093903266
1994-07-16 12:00:00,0.08756055,0.09577738,0.09320463,0.09222546,0.09560859,0.08769482,0.10721737,0.097372286,0.09678974
1994-08-16 12:00:00,0.098182835,0.09909035,0.09905706,0.106124476,0.102541246,0.09750338,0.09668377,0.1168154,0.0900204
1994-09-16 00:00:00,0.11411715,0.12166429,0.1019829,0.12283497,0.118918866,0.11560129,0.11290925,0.12358828,0.11171721
1994-10-16 12:00:00,0.13770752,0.13596845,0.14712875,0.13082303,0.14230435,0.13156886,0.12983082,0.14522465,0.11848443
1994-11-16 00:00:00,0.12883574,0.13838989,0.12163651,0.14799781,0.14917985,0.14390345,0.1323948,0.12890689,0.1454859
1994-12-16 12:00:00,0.13077202,0.14219172,0.14294183,0.1431667,0.13008939,0.13671291,0.14204271,0.15355304,0.12669669
1995-01-16 12:00:00,0.14408548,0.14518604,0.13542795,0.13953531,0.14059132,0.14301859,0.13557884,0.14140503,0.14175627
1995-02-15 00:00:00,0.1445446,0.1340619,0.14146985,0.15131062,0.13235287,0.13118419,0.1333147,0.13341923,0.13087612
1995-03-16 12:00:00,0.1318555,0.12505087,0.12423009,0.13208532,0.11683517,0.11347512,0.124324694,0.12834328,0.1064944
1995-04-16 00:00:00,0.118078895,0.11278934,0.13204768,0.12872958,0.12642913,0.11534719,0.12885289,0.12159707,0.11217958
1995-05-16 12:00:00,0.115994446,0.096582,0.109916665,0.101537146,0.09854313,0.1068438,0.099608555,0.097199574,0.097276084
1995-06-16 00:00:00,0.09198523,0.08708001,0.08972752,0.101254605,0.092229284,0.096572235,0.09098906,0.09470358,0.10243472
1995-07-16 12:00:00,0.09530219,0.09411345,0.088053286,0.10261181,0.088114545,0.10291212,0.08701449,0.09702961,0.09558726
1995-08-16 12:00:00,0.0954644,0.10708773,0.100021645,0.09980465,0.10537799,0.097808324,0.103192165,0.09948538,0.09455303
1995-09-16 00:00:00,0.10696133,0.113793686,0.12927148,0.11394168,0.125184,0.121741615,0.11606295,0.122039855,0.11504846
1995-10-16 12:00:00,0.15114237,0.14587364,0.13641936,0.14658125,0.1493071,0.14065012,0.14207491,0.13616876,0.14741409
