time,r4i1p1f1,r1i1p1f1,r5i1p1f1,r6i1p1f1,r2i1p1f1,r3i1p1f1
1999-08-16 12:00:00,0.032327376,0.04502868,0.032746274,0.03821489,0.036446568,0.036072433
1999-09-16 00:00:00,0.028177658,0.042374086,0.052280385,0.041668348,0.057601254,0.04533554
1999-10-16 12:00:00,0.08862021,0.04794285,0.035863515,0.04549114,0.0632827,0.06256982
1999-11-16 00:00:00,0.057087794,0.042809438,0.04215824,0.052405417,0.07811286,0.044459857
1999-12-16 12:00:00,0.04483748,0.06636022,0.062565304,0.048087582,0.054805607,0.05209297
2000-01-16 12:00:00,0.08106952,0.07920715,0.06656873,0.07080885,0.06346621,0.05858701
2000-02-15 12:00:00,0.061210837,0.0666108,0.05461396,0.061669867,0.069670625,0.0552379
2000-03-16 12:00:00,0.047925632,0.05354483,0.059587058,0.04915097,0.046536032,0.053248845
2000-04-16 00:00:00,0.04165839,0.048880022,0.040614128,0.046909697,0.050075397,0.03757259
2000-05-16 12:00:00,0.03613908,0.02847975,0.033145282,0.054817382,0.058210168,0.045800302
2000-06-16 00:00:00,0.056166142,0.04317349,0.055602595,0.028336512,0.048822515,0.06933495
2000-07-16 12:00:00,0.034071673,0.03482685,0.035107907,0.0380174,0.03575648,0.06775383
2000-08-16 12:00:00,0.03513351,0.030140178,0.032382436,0.030006403,0.03263572,0.044706974
2000-09-16 00:00:00,0.0467595,0.037242748,0.03366547,0.05484372,0.03910606,0.036042195
2000-10-16 12:00:00,0.05723077,0.035442065,0.047777697,0.04703752,0.054583944,0.04392845
2000-11-16 00:00:00,0.04864241,0.054918304,0.04007102,0.067187384,0.045512386,0.062200423
2000-12-16 12:00:00,0.068071775,0.052442193,0.045589335,0.041300274,0.073214374,0.06535157
2001-01-16 12:00:00,0.070473365,0.08435256,0.075415805,0.07708719,0.07492562,0.05620349
2001-02-15 00:00:00,0.05713533,0.054695386,0.05689355,0.051955596,0.05534272,0.06075062
2001-03-16 12:00:00,0.05408012,0.040881928,0.06720489,0.05242256,0.05839676,0.06421667
2001-04-16 00:00:00,0.056128908,0.042425003,0.04520003,0.037422504,0.06070395,0.052785475
2001-05-16 12:00:00,0.056096334,0.028747512,0.04108792,0.04883224,0.041184936,0.05845874
2001-06-16 00:00:00,0.03281486,0.042165402,0.06296697,0.041608237,0.03832958,0.04463475
2001-07-16 12:00:00,0.033410564,0.048371408,0.05010045,0.033970594,0.0318925,0.035497803
2001-08-16 12:00:00,0.040443413,0.041882034,0.040860515,0.03757132,0.026261592,0.025202954
2001-09-16 00:00:00,0.045759037,0.042257436,0.04904176,0.04274983,0.056200024,0.053184543
2001-10-16 12:00:00,0.050567597,0.054962695,0.056047514,0.0676858,0.06847495,0.05426448
2001-11-16 00:00:00,0.04161301,0.047450997,0.06402116,0.05956255,0.046332873,0.06515909
2001-12-16 12:00:00,0.05154025,0.04431033,0.0512335,0.060954906,0.1009183,0.06436052
2002-01-16 12:00:00,0.06298195,0.07475339,0.057238918,0.077888094,0.057198986,0.06409495
2002-02-15 00:00:00,0.07369727,0.060938504,0.09735472,0.073360845,0.05690457,0.07117254
2002-03-16 12:00:00,0.061706837,0.06792098,0.04658582,0.07620351,0.0509633,0.05131572
2002-04-16 00:00:00,0.043478597,0.059636734,0.05553123,0.0436851,0.05113771,0.049670458
